1460409768086;283;203;
1460409768619;306;204;
1460409769151;376;208;
1460409769689;403;212;
1460409770226;561;224;
1460409770769;434;223;
1460409771306;422;226;
1460409771839;433;230;
1460409772909;364;232;
1460409773442;267;228;
1460409773979;360;232;
1460409774512;233;226;
1460409775057;450;237;
1460409775597;194;227;
1460409776140;346;232;
1460409776672;177;224;
1460409777206;305;228;
1460409777754;243;224;
1460409778280;322;227;
1460409778813;270;225;
1460409779355;296;226;
1460409780435;276;225;
1460409781506;357;229;
1460409782043;285;226;
1460409782586;260;224;
1460409783123;254;223;
1460409783667;247;221;
1460624091032;0;238;
1460624093172;54;233;
1460624093709;52;226;
1460624094258;51;219;
1460624094795;57;213;
1460624095328;65;207;
1460624095861;57;200;
1460624096395;70;194;
1460624096939;227;197;
1460624097475;362;203;
1460624098016;460;210;
1460624098552;229;201;
1460624099084;512;215;
1460624099627;430;216;
1460624100166;255;210;
1460624100703;249;208;
1460624101240;237;206;
1460624101779;236;205;
1460624102322;246;203;
1460624102860;235;201;
1460624103394;236;200;
1460624103935;302;202;
1460624104473;408;208;
1460624105033;751;230;
1460624106099;364;227;
1460624106639;487;235;
1460624107172;479;240;
1460624107705;451;243;
1460624108248;445;247;
1460624108792;441;251;
1460624109324;439;254;
1460624109857;435;255;
1460624157731;442;246;
1460624158273;441;242;
1460624158815;442;237;
1460624159348;443;233;
1460624159886;441;229;
1460624160428;434;224;
1460624160971;436;220;
1460624161514;444;216;
1460624162057;444;212;
1460624162596;442;207;
1460624163134;443;203;
1460624163665;488;201;
1460624164198;564;203;
1460624164732;476;197;
1460624165273;512;195;
1460624165807;515;193;
1460624166343;517;191;
1460624166884;523;189;
1460624167418;547;188;
1460624167952;581;189;
1460624168494;577;188;
1460624169032;594;189;
1460624171706;618;190;
1460624172248;623;191;
1460624172786;591;190;
1460624173319;621;191;
1460624174928;619;192;
1460624176012;591;191;
1460624176550;600;192;
1460624177094;640;194;
1460624178174;634;196;
1460624178707;644;197;
1460624179240;645;198;
1460624179782;632;199;
1460624180325;633;200;
1460624181933;517;195;
1460624182466;570;196;
1460624183536;503;191;
1460624184078;494;188;
1460624184622;515;186;
1460624185165;516;184;
1460624185706;515;181;
1460624186245;516;179;
1460624186783;517;177;
1460624187325;515;175;
1460624187868;519;172;
1460624188401;505;169;
1460624188938;509;167;
1460624189482;521;165;
1460624190013;524;163;
1460624190551;532;162;
1460624191103;623;165;
1460624191636;938;184;
1460624192180;993;196;
1460624192716;904;202;
1460624193792;838;210;
1460624194325;792;214;
1460624194868;726;216;
1460624195426;703;218;
1460624195944;711;221;
1460624196481;635;220;
1460624198628;623;221;
1460624199170;623;222;
1460624200788;625;223;
1460624201326;627;224;
1460624202407;617;225;
1460624204023;614;226;
1460624204558;604;225;
1460624205101;482;219;
1460624205643;451;214;
1460624206181;446;209;
1460624206713;450;205;
1460624207246;449;201;
1460624207789;446;197;
1460624208322;449;193;
1460624208864;454;189;
1460624209402;463;186;
1460624209945;461;182;
1460624210478;463;178;
1460624211019;465;175;
1460624211563;467;171;
1460624212105;463;167;
1460624212643;471;164;
1460624213181;473;161;
1460624213724;474;158;
1460624214256;477;154;
1460624214789;479;151;
1460624215326;481;148;
1460624215864;480;145;
1460624216398;478;141;
1460624216934;476;138;
1460624217477;481;135;
1460624218020;487;132;
1460624218553;486;129;
1460624219095;493;126;
1460624219638;492;123;
1460624220171;491;120;
1460624220704;494;117;
1460624221236;496;115;
1460624221779;492;112;
1460624222316;489;109;
1460624222859;499;106;
1460624223401;497;103;
1460624223945;497;101;
1460624224487;500;98;
1460624225029;504;95;
1460624225572;507;93;
1460624226114;507;91;
1460624226647;509;88;
1460624227189;512;86;
1460624227733;509;83;
1460624228276;514;81;
1460624228818;513;79;
1460624229361;518;77;
1460624229894;522;75;
1460624230427;524;73;
1460624230969;520;70;
1460624232044;532;69;
1460624232577;535;67;
1460624233120;532;65;
1460624233663;532;64;
1460624234195;531;62;
1460624234733;528;60;
1460624235265;527;58;
1460624235804;528;56;
1460624236346;529;54;
1460624236884;535;52;
1460624237417;532;50;
1460624237950;527;48;
1460624238483;538;47;
1460624239016;532;45;
1460624239553;525;43;
1460624240091;532;41;
1460624240629;538;39;
1460624241171;534;38;
1460624241714;538;36;
1460624242257;544;35;
1460624242794;538;33;
1460624243337;534;31;
1460624243875;540;29;
1460624244407;534;28;
1460624244942;535;26;
1460624245483;537;24;
1460624246026;545;23;
1460624246558;531;21;
1460624247096;539;19;
1460624247634;538;18;
1460624248176;543;16;
1460624248709;521;13;
1460624249784;541;11;
1460624250321;614;14;
1460624250864;1712;77;
1460624251402;1489;94;
1460624251939;1224;103;
1460624252472;2494;192;
1460624253015;1824;205;
1460624253547;1707;231;
1460624254081;830;211;
1460624254613;1765;255;
1460624255146;431;226;
1460624255678;1147;255;
1460624256221;424;236;
1460624256754;786;252;
1460624257292;424;236;
1460624257834;781;252;
1460624258372;429;237;
1460624258915;688;247;
1460624259452;426;234;
1460624259985;679;244;
1460624260529;427;232;
1460624261070;447;228;
1460624261613;454;225;
1460624262151;458;221;
1460624262684;461;217;
1460624263216;325;206;
1460624263759;299;197;
1460624264302;275;187;
1460624264845;273;178;
1460624265377;274;170;
1460624265910;256;160;
1460624266448;148;144;
1460624266980;253;138;
1460624267513;169;124;
1460624268045;22;104;
1460624268578;1242;158;
1460624269122;985;161;
1460624269654;933;168;
1460624270192;901;175;
1460624270734;823;179;
1460624271267;847;186;
1460624271804;789;190;
1460624272343;793;195;
1460624272885;725;196;
1460624273423;675;197;
1460624273955;702;200;
1460624274498;691;202;
1460624275035;668;204;
1460624276110;636;205;
1460624276643;634;206;
1460624278266;620;207;
1460624279336;621;208;
1460624279879;619;209;
1460624280959;619;210;
1460624281504;599;209;
1460624282036;622;210;
1460624282568;577;208;
1460624283106;596;209;
1460624283644;562;207;
1460624284181;618;209;
1460624285261;616;210;
1460624285799;591;209;
1460624286337;586;208;
1460624287418;551;206;
1460624287960;558;205;
1460624288502;616;207;
1460624289040;622;208;
1460624289573;627;209;
1460624290110;611;208;
1460624290653;625;209;
1460624291190;579;207;
1460624291733;618;209;
1460624292265;623;210;
1460624292798;573;208;
1460624293331;621;210;
1460624293868;547;206;
1460624294401;545;205;
1460624294934;566;204;
1460624295482;615;206;
1460624296019;625;207;
1460624296552;626;208;
1460624297087;626;209;
1460624299238;590;208;
1460624300309;540;205;
1460624301390;621;207;
1460624302469;615;208;
1460624303552;626;209;
1460624304082;628;210;
1460624304632;604;209;
1460624305158;616;210;
1460624317513;597;209;
1460624318046;612;210;
1460624319131;595;209;
1460624319674;611;210;
1460624321286;547;207;
1460624322371;612;208;
1460624322909;618;209;
1460624324523;615;210;
1460624325054;594;209;
1460624325597;616;210;
1460624326130;597;209;
1460624326662;610;210;
1460624327205;588;209;
1460624328280;566;207;
1460624328825;552;206;
1460624329365;558;205;
1460624329909;620;207;
1460624330446;621;208;
1460624331515;628;209;
1460624333123;562;207;
1460624333656;638;210;
1460624334193;605;209;
1460624334726;619;210;
1460624337951;579;209;
1460624338493;554;207;
1460624339034;546;205;
1460624340109;615;207;
1460624340652;646;209;
1460624341189;605;208;
1460624341733;614;209;
1460624342812;625;210;
1460624345490;545;207;
1460624346031;551;205;
1460624346569;605;207;
1460624347111;633;209;
1460624348186;618;210;
1460624348719;607;209;
1460624349256;623;211;
1460624349789;594;209;
1460624350325;613;210;
1460624350869;582;209;
1460624351401;613;210;
1460624352472;591;209;
1460624353004;575;208;
1460624353547;554;206;
1460624354621;627;208;
1460624355695;633;210;
1460624356228;606;209;
1460624356770;612;210;
1460624357315;590;209;
1460624357845;531;205;
1460624358380;644;210;
1460624358915;605;209;
1460624359985;628;210;
1460624360557;578;208;
1460624361065;592;209;
1460624361598;589;208;
1460624362130;556;206;
1460624362673;546;204;
1460624363211;602;206;
1460624363743;650;209;
1460624364286;603;207;
1460624364823;633;209;
1460624365356;623;210;
1460624365893;602;209;
1460624366431;618;210;
1460624366968;596;209;
1460624367510;611;210;
1460624368049;598;209;
1460624368586;562;207;
1460624369128;535;205;
1460624369662;635;209;
1460624370203;592;207;
1460624370741;633;209;
1460624371283;627;210;
1460624371826;606;209;
1460624372363;628;211;
1460624372901;587;209;
1460624373434;623;211;
1460624373972;584;209;
1460624374504;617;211;
1460624375042;563;208;
1460624375579;622;211;
1460624376122;535;206;
1460624376654;619;209;
1460624377192;537;205;
1460624377725;549;204;
1460624378267;547;203;
1460624378800;598;204;
1460624379332;585;203;
1460624379870;655;207;
1460624380935;628;208;
1460624382016;625;209;
1460624382548;628;210;
1460624383081;609;209;
1460624383614;630;211;
1460624384146;594;209;
1460624384684;635;212;
1460624385222;567;209;
1460624385754;615;211;
1460624386292;565;208;
1460624386825;617;210;
1460624387367;578;208;
1460624387904;621;210;
1460624388437;621;211;
1460624390598;590;210;
1460624391134;601;211;
1460624393813;588;210;
1460624395958;585;209;
1460624396500;609;210;
1460624398104;614;211;
1460624398641;598;210;
1460624399184;620;211;
1460624400786;593;210;
1460624401324;610;211;
1460624401862;591;210;
1460624402399;605;211;
1460624402932;589;210;
1460624403470;554;208;
1460624404007;545;206;
1460624404545;606;208;
1460624405620;632;210;
1460624406162;611;209;
1460624406700;625;210;
1460624408307;615;211;
1460624408840;601;210;
1460624409377;629;212;
1460624409910;569;209;
1460624410452;600;210;
1460624410985;607;211;
1460624411523;555;208;
1460624412608;653;211;
1460624413145;597;210;
1460624414220;565;208;
1460624414753;636;211;
1460624415827;594;210;
1460624416370;610;211;
1460624416909;534;207;
1460624417440;625;210;
1460624418522;532;206;
1460624419058;634;210;
1460624419602;610;209;
1460624420144;585;208;
1460624421221;641;210;
1460624422827;615;211;
1460624423370;588;210;
1460624423907;544;207;
1460624424440;638;211;
1460624424984;590;209;
1460624425515;551;206;
1460624426053;640;210;
1460624426591;604;209;
1460624427124;580;208;
1460624428199;643;211;
1460624428737;592;209;
1460624429279;623;211;
1460624429817;595;210;
1460624430359;617;211;
1460624430887;558;208;
1460624431420;637;211;
1460624431962;599;210;
1460624432500;614;211;
1460624433038;596;210;
1460624434108;576;209;
1460624434646;633;212;
1460624435183;566;209;
1460624435726;629;211;
1460624436801;560;208;
1460624437339;638;212;
1460624437881;573;209;
1460624438419;635;212;
1460624438951;571;209;
1460624440027;621;211;
1460624440564;601;210;
1460624441097;626;212;
1460624441635;575;210;
1460624442177;568;208;
1460624442710;647;212;
1460624443242;520;206;
1460624443785;659;212;
1460624444318;571;208;
1460624444850;641;212;
1460624445383;583;209;
1460624445920;643;212;
1460624446461;570;209;
1460624447001;587;210;
1460624447534;622;211;
1460624448071;589;210;
1460624448604;607;211;
1460624449146;546;207;
1460624449688;627;211;
1460624450226;474;203;
1460624450759;594;206;
1460624451301;562;204;
1460624451835;620;206;
1460624452367;578;204;
1460624453431;164;180;
1460624453975;154;167;
1460624454518;157;155;
1460624455050;152;143;
1460624455593;151;131;
1460624456135;134;118;
1460624456667;654;135;
1460624457200;536;130;
1460624458276;982;153;
1460624458813;963;162;
1460624459346;879;167;
1460624459884;856;173;
1460624460426;809;177;
1460624460963;778;181;
1460624461506;711;182;
1460624462591;663;184;
1460624463133;728;190;
1460624464209;667;191;
1460624464751;573;188;
1460624465284;691;194;
1460624465821;640;193;
1460624466354;636;194;
1460624466887;631;195;
1460624467420;604;194;
1460624467952;549;191;
1460624468485;698;198;
1460624469017;609;196;
1460624469564;617;197;
1460624470098;631;198;
1460624470640;562;195;
1460624471183;605;196;
1460624471716;632;198;
1460624474414;549;195;
1460624474951;563;194;
1460624475494;640;198;
1460624476037;616;197;
1460624476574;236;176;
1460624477112;365;174;
1460624478187;73;151;
1460624478730;64;136;
1460624479268;64;121;
1460624479800;63;107;
1460624480343;64;93;
1460624480881;1353;152;
1460624481423;1071;156;
1460624481966;1023;166;
1460624482498;942;173;
1460624483031;128;135;
1460624483573;144;124;
1460624484111;135;111;
1460624484644;136;98;
1460624485186;1384;157;
1460624486256;910;162;
1460624486799;1279;191;
1460624487331;2423;255;
1460624487869;298;203;
1460624488402;13316;255;
1460624488939;315;239;
1460624489482;2344;255;
1460624490024;304;238;
1460624490562;2845;255;
1460624491094;294;238;
1460624491637;2772;255;
1460624492175;298;238;
1460624492707;2814;255;
1460624493240;288;237;
1460624493783;3240;255;
1460624494315;301;238;
1460624494853;2852;255;
1460624495385;300;238;
1460624495928;2764;255;
1460624496461;299;238;
1460624496994;1718;255;
1460624497536;207;233;
1460624498069;334;229;
1460624498612;363;224;
1460624499149;441;222;
1460624499692;475;219;
1460624500772;539;218;
1460624501305;515;215;
1460624501842;535;214;
1460624502375;480;209;
1460624502913;605;213;
1460624503455;558;210;
1460624503998;562;209;
1460624504535;654;213;
1460624505068;566;210;
1460624505605;578;209;
1460624506148;657;213;
1460624506691;569;210;
1460624507223;574;209;
1460624507756;647;213;
1460624508299;562;209;
1460624509374;662;213;
1460624509916;574;210;
1460624510461;615;212;
1460624510991;594;211;
1460624512072;586;210;
1460624512609;638;213;
1460624513142;555;209;
1460624513675;667;214;
1460624514217;557;210;
1460624514760;602;211;
1460624515840;627;213;
1460624516373;518;207;
1460624516915;672;214;
1460624517453;558;209;
1460624517986;614;211;
1460624518528;589;210;
1460624519066;638;213;
1460624519608;582;210;
1460624520141;643;213;
1460624520678;571;210;
1460624521221;650;214;
1460624521763;508;207;
1460624522310;654;213;
1460624522839;581;211;
1460624523381;615;212;
1460624523914;589;211;
1460624524446;640;214;
1460624524984;562;210;
1460624525526;594;211;
1460624526059;559;209;
1460624526596;635;212;
1460624527129;600;211;
1460624527666;543;208;
1460624528204;669;213;
1460624528736;574;210;
1460624529274;653;214;
1460624529817;508;207;
1460624530354;688;215;
1460624530887;557;209;
1460624531424;664;214;
1460624531962;572;211;
1460624532499;632;214;
1460624533032;562;210;
1460624533569;637;214;
1460624534107;507;207;
1460624534647;665;214;
1460624535187;565;210;
1460624535719;638;213;
1460624536257;569;210;
1460624536794;654;214;
1460624537332;565;211;
1460624537870;629;213;
1460624538413;529;208;
1460624538955;669;214;
1460624539492;558;210;
1460624540030;655;214;
1460624540567;576;211;
1460624541110;623;213;
1460624541647;595;212;
1460624542727;608;213;
1460624543268;530;208;
1460624543808;679;215;
1460624544350;558;210;
1460624544888;650;214;
1460624545420;571;211;
1460624545953;643;215;
1460624546496;564;211;
1460624547028;616;213;
1460624547571;535;209;
1460624548103;647;214;
1460624548646;586;211;
1460624549721;638;214;
1460624550259;581;212;
1460624550796;560;210;
1460624551339;660;214;
1460624551881;590;212;
1460624552419;559;210;
1460624552961;660;215;
1460624553499;560;211;
1460624554041;569;210;
1460624554583;641;213;
1460624555121;590;212;
1460624556205;620;213;
1460624557271;541;209;
1460624557808;659;214;
1460624558341;577;211;
1460624558874;641;214;
1460624559416;572;211;
1460624560491;601;212;
1460624561566;614;213;
1460624562108;577;211;
1460624562645;576;210;
1460624563183;620;212;
1460624565323;549;209;
1460624565865;657;214;
1460624566408;583;211;
1460624566945;641;214;
1460624567488;584;212;
1460624568019;557;210;
1460624568558;634;213;
1460624569096;598;212;
1460624569633;624;214;
1460624570176;581;212;
1460624570713;579;211;
1460624571250;616;213;
1460624571793;604;212;
1460624572331;619;213;
1460624572873;587;212;
1460624573943;616;213;
1460624575021;555;210;
1460624575555;667;215;
1460624576098;561;211;
1460624576629;588;212;
1460624578252;619;213;
1460624578785;577;211;
1460624579316;576;210;
1460624579859;654;214;
1460624580393;588;212;
1460624580929;612;213;
1460624581461;579;211;
1460624581998;594;212;
1460624582542;587;211;
1460624583079;634;213;
1460624583620;592;212;
1460624584153;617;213;
1460624584691;597;212;
1460624585233;576;211;
1460624585775;637;214;
1460624586313;529;209;
1460624586845;680;216;
1460624587378;575;212;
1460624587920;555;210;
1460624588462;641;214;
1460624589000;569;211;
1460624589532;640;214;
1460624590070;581;212;
1460624590602;559;210;
1460624591144;654;214;
1460624591682;578;211;
1460624592214;629;214;
1460624592757;549;210;
1460624593299;654;214;
1460624593842;589;212;
1460624594384;618;213;
1460624595458;543;210;
1460624596002;656;215;
1460624596546;584;212;
1460624597629;557;210;
1460624598166;653;214;
1460624598698;525;208;
1460624599235;691;216;
1460624599778;542;210;
1460624600310;660;215;
1460624600852;579;212;
1460624601385;611;213;
1460624601927;576;211;
1460624602470;573;210;
1460624603002;646;214;
1460624603545;532;209;
1460624604077;663;214;
1460624604620;524;208;
1460624605162;657;214;
1460624605694;578;211;
1460624606227;634;213;
1460624606765;580;211;
1460624607302;611;212;
1460624609467;585;211;
1460624610010;619;213;
1460624610542;597;212;
1460624611075;613;213;
1460624611617;592;212;
1460624612160;605;213;
1460624612692;596;212;
1460624613235;583;211;
1460624613773;608;212;
1460624614310;581;211;
1460624614853;630;213;
1460624615395;533;209;
1460624615928;648;213;
1460624616466;533;208;
1460624616998;677;215;
1460624617536;498;206;
1460624618078;687;214;
1460624618616;547;209;
1460624619153;676;215;
1460624619691;506;207;
1460624620234;682;215;
1460624620776;576;211;
1460624621314;626;213;
1460624621856;519;208;
1460624622395;671;214;
1460624622936;555;209;
1460624623474;663;214;
1460624624011;506;207;
1460624624554;684;215;
1460624625086;533;208;
1460624625619;678;215;
1460624626162;518;208;
1460624626704;676;215;
1460624627242;564;210;
1460624627779;644;214;
1460624628312;563;210;
1460624628849;587;211;
1460624629925;622;212;
1460624631547;568;210;
1460624632080;628;213;
1460624632612;584;211;
1460624633155;609;212;
1460624633697;622;213;
1460624634230;581;211;
1460624634762;577;210;
1460624635300;640;213;
1460624635840;588;211;
1460624636907;634;214;
1460624637440;579;211;
1460624637972;628;214;
1460624638510;507;207;
1460624639047;660;214;
1460624639580;574;210;
1460624640113;649;214;
1460624640655;592;212;
1460624641187;635;214;
1460624641725;580;212;
1460624642267;602;213;
1460624642799;527;209;
1460624643337;652;214;
1460624643874;580;211;
1460624644954;626;213;
1460624645486;601;212;
1460624646561;573;211;
1460624647099;628;213;
1460624647636;589;212;
1460624648716;614;213;
1460624649796;596;212;
1460624657905;615;255;
1460624658421;232;251;
1460624658955;235;249;
1460624659494;228;247;
1460624660024;227;245;
1460624660567;227;243;
1460624661108;227;241;
1460624661650;231;240;
1460624717563;267;239;
1460624795026;330;242;
1460624795559;203;235;
1460624796101;259;236;
1460624819224;281;252;
1460624819768;233;255;
1460624869258;234;251;
1460624869790;239;250;
1460624870333;235;248;
1460624870866;235;246;
1460624871405;234;244;
1460624871931;235;243;
1460624872467;235;241;
1460624873001;239;239;
1460624903115;296;232;
1460624903647;336;230;
1460624904190;352;228;
1460624904723;364;226;
1460624905265;368;224;
1460624905798;372;222;
1460624906330;375;220;
1460624906873;414;221;
1460624907410;400;219;
1460624907952;414;218;
1460624908491;418;217;
1460624909555;419;216;
1460624910097;423;215;
1460624911720;413;213;
1460624912252;418;212;
1460624912785;420;211;
1460624916527;465;212;
1460624918673;432;211;
1460624919210;422;210;
1460624919747;424;209;
1460624920823;467;211;
1460624921898;431;209;
1460624925681;489;212;
1460624927299;465;211;
1460624927836;474;212;
1460624929996;467;213;
1460624941294;432;211;
1460624943972;542;217;
1460624944515;557;220;
1460624945056;573;224;
1460624945588;501;223;
1460624947734;228;209;
1460624948266;24;192;
1460624948804;29;180;
1460624949346;34;169;
1460624949889;36;158;
1460624950422;37;147;
1460624950954;39;136;
1460624951493;46;125;
1460624952029;48;115;
1460624952562;50;104;
1460624953099;53;93;
1460624953632;82;84;
1460624954164;176;79;
1460624954697;159;71;
1460624955234;157;63;
1460624955777;2163;170;
1460624956319;1135;157;
1460624956863;1251;182;
1460624957394;945;187;
1460624957926;799;192;
1460624958459;857;204;
1460624958991;25;168;
1460624959529;29;157;
1460624960061;32;145;
1460624960599;41;135;
1460624961141;42;124;
1460624961683;48;113;
1460624962226;46;102;
1460624962759;48;91;
1460624963291;51;81;
1460624963823;38;69;
1460624964366;43;58;
1460624964908;44;47;
1460624965445;45;36;
1460624965984;43;25;
1460624966515;93;17;
1460624967058;71;6;
1460624967600;71;0;
1460624969208;2473;115;
1460624969740;1481;113;
1460624970273;1606;148;
1460624970815;1384;167;
1460624971347;1059;174;
1460624971886;1010;187;
1460624972425;887;195;
1460624972955;699;196;
1460624973498;791;208;
1460624974035;829;220;
1460624974578;295;200;
1460624975115;265;194;
1460624975653;273;189;
1460624976723;828;214;
1460624977255;563;209;
1460624977792;672;218;
1460624978324;576;219;
1460624978867;576;222;
1460624979404;505;221;
1460624979937;522;224;
1460624980474;517;225;
1460624981017;501;226;
1460624981549;490;227;
1460624982092;489;228;
1460624983172;432;226;
1460624984242;496;230;
1460624986925;409;226;
1460624987467;472;228;
1460624988009;481;229;
1460624989084;469;230;
1460624989627;434;229;
1460624990169;422;227;
1460624990712;466;229;
1460624991249;474;230;
1460624992867;433;228;
1460624993937;506;232;
1460624996096;422;229;
1460624996634;469;231;
1460624998799;470;232;
1460624999337;435;230;
1460625000412;465;232;
1460625003616;432;230;
1460625004158;465;232;
1460625004696;435;230;
1460625005233;493;233;
1460625007915;427;231;
1460625009527;469;232;
1460625012209;430;231;
1460625013831;474;233;
1460625015975;430;231;
1460625017578;467;232;
1460625018648;465;233;
1460625020245;428;231;
1460625021853;470;233;
1460625024009;430;231;
1460625026164;469;233;
